table_row_id,run_mode,dataset_id,baseline_system_id,system_id,specialist_composition_id,mean_correctness_delta,direction_vs_baseline,decision_pairwise_agreement,mean_abs_probability_difference,row_count,source_metric_manifest_hash,source_metric_artifact_hash
42f3faa7fccf7767e3313efa,audit,credit_card_fraud,veto_mavs,pure_mavs_gc,gbt_mlp_pair,-0.0024691358024691358,pure_mavs_lower,0.9876543209876543,6.681897833392146e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
96c31850ad0e84c0d4c3c536,audit,credit_card_fraud,veto_mavs,pure_mavs_gc,rf_gbt_pair,0.0,neutral,1.0,4.668761947690666e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
ca9cf33e5fa36d11a6ce496a,audit,credit_card_fraud,veto_mavs,pure_mavs_gc,rf_mlp_pair,-0.019135802469135803,pure_mavs_lower,0.9672839506172839,1.11364963889869e-19,1620,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,06ac4f4dbfd5d75eb69666861efa602da9f7ea6c0c3aef49fad8520c68fd4af4
5e574f2a11fe32c15d40d3fa,locked,adult_income,mean_ensemble,pure_mavs_gc,full_rf_gbt_mlp,-0.0009876543209876543,pure_mavs_lower,0.894320987654321,9.97896158451634e-05,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
67e2d8bae49d11ac9e7e16f1,locked,adult_income,mean_ensemble,pure_mavs_gc,gbt_mlp_pair,-0.020246913580246915,pure_mavs_lower,0.9017283950617284,1.6619079226642e-19,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
cdb6feeab367b9c57068d520,locked,adult_income,mean_ensemble,pure_mavs_gc,rf_gbt_pair,0.01654320987654321,pure_mavs_higher,0.9345679012345679,2.552827633783153e-19,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
c711f33f32d1b6cd3c2f46aa,locked,adult_income,mean_ensemble,pure_mavs_gc,rf_mlp_pair,-0.03259259259259259,pure_mavs_lower,0.8725925925925926,3.118218988916335e-19,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
1185dac170ce05fca43a93b2,locked,adult_income,single_model,pure_mavs_gc,full_rf_gbt_mlp,0.012839506172839505,pure_mavs_higher,0.8424691358024692,0.022252076669087812,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
01a3e55b7cd31221156b88ba,locked,adult_income,single_model,pure_mavs_gc,gbt_mlp_pair,-0.02148148148148148,pure_mavs_lower,0.8540740740740741,0.02134462085039264,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
27522ab0dce803d3bd181079,locked,adult_income,single_model,pure_mavs_gc,rf_gbt_pair,-0.020987654320987655,pure_mavs_lower,0.8950617283950617,0.006614587130246887,4050,2c6ffec8b4febe7c1f0fa31740b37c7684fc23ca288502fea68693b81c486645,27c79f78d82e01dac90036fe4b7265b149f9a7c521e6493cbb2191a73d73a397
